Country,Year,Developed,Medals,,,,,,,,,
Namibia,2008,F,0,,,,,,,,,
Namibia,2012,F,0,,,,,,,,,
Netherlands,1948,T,42,,,,,,,,,
Netherlands,1952,T,18,,,,,,,,,
Netherlands,1956,T,0,,,,,,,,,
Netherlands,1960,T,3,,,,,,,,,
Netherlands,1964,T,30,,,,,,,,,
Netherlands,1968,T,14,,,,,,,,,
Netherlands,1972,T,6,,,,,,,,,
Netherlands,1976,T,15,,,,,,,,,
Netherlands,1980,T,6,,,,,,,,,
Netherlands,1984,T,40,,,,,,,,,
Netherlands,1988,T,44,,,,,,,,,
Netherlands,1992,T,33,,,,,,,,,
Netherlands,1996,T,73,,,,,,,,,
Netherlands,2000,T,79,,,,,,,,,
Netherlands,2004,T,76,,,,,,,,,
Netherlands,2008,T,62,,,,,,,,,
Netherlands,2012,T,69,,,,,,,,,
New Zealand,1948,T,0,,,,,,,,,
New Zealand,1952,T,3,,,,,,,,,
New Zealand,1956,T,3,,,,,,,,,
New Zealand,1960,T,3,,,,,,,,,
New Zealand,1964,T,6,,,,,,,,,
New Zealand,1968,T,7,,,,,,,,,
New Zealand,1972,T,14,,,,,,,,,
New Zealand,1976,T,27,,,,,,,,,
New Zealand,1980,T,0,,,,,,,,,
New Zealand,1984,T,23,,,,,,,,,
New Zealand,1988,T,24,,,,,,,,,
New Zealand,1992,T,15,,,,,,,,,
New Zealand,1996,T,9,,,,,,,,,
New Zealand,2000,T,4,,,,,,,,,
New Zealand,2004,T,6,,,,,,,,,
New Zealand,2008,T,14,,,,,,,,,
New Zealand,2012,T,26,,,,,,,,,
Niger,1948,F,0,,,,,,,,,
Niger,1952,F,0,,,,,,,,,
Niger,1956,F,0,,,,,,,,,
Niger,1960,F,0,,,,,,,,,
Niger,1964,F,0,,,,,,,,,
Niger,1968,F,0,,,,,,,,,
Niger,1972,F,1,,,,,,,,,
Niger,1976,F,0,,,,,,,,,
Niger,1980,F,0,,,,,,,,,
Niger,1984,F,0,,,,,,,,,
Niger,1988,F,0,,,,,,,,,
Niger,1992,F,0,,,,,,,,,
Niger,1996,F,0,,,,,,,,,
Niger,2000,F,0,,,,,,,,,
Niger,2004,F,0,,,,,,,,,
Niger,2008,F,0,,,,,,,,,
Niger,2012,F,0,,,,,,,,,
Nigeria,1948,F,0,,,,,,,,,
Nigeria,1952,F,0,,,,,,,,,
Nigeria,1956,F,0,,,,,,,,,
Nigeria,1960,F,0,,,,,,,,,
Nigeria,1964,F,1,,,,,,,,,
Nigeria,1968,F,0,,,,,,,,,
Nigeria,1972,F,1,,,,,,,,,
Nigeria,1976,F,0,,,,,,,,,
Nigeria,1980,F,0,,,,,,,,,
Nigeria,1984,F,5,,,,,,,,,
Nigeria,1988,F,0,,,,,,,,,
Nigeria,1992,F,11,,,,,,,,,
Nigeria,1996,F,26,,,,,,,,,
Nigeria,2000,F,8,,,,,,,,,
Nigeria,2004,F,8,,,,,,,,,
Nigeria,2008,F,24,,,,,,,,,
Nigeria,2012,F,0,,,,,,,,,
North Korea,1948,F,0,,,,,,,,,
North Korea,1952,F,0,,,,,,,,,
North Korea,1956,F,0,,,,,,,,,
North Korea,1960,F,0,,,,,,,,,
North Korea,1964,F,0,,,,,,,,,
North Korea,1968,F,0,,,,,,,,,
North Korea,1972,F,15,,,,,,,,,
North Korea,1976,F,2,,,,,,,,,
North Korea,1980,F,5,,,,,,,,,
North Korea,1984,F,0,,,,,,,,,
North Korea,1988,F,0,,,,,,,,,
North Korea,1992,F,10,,,,,,,,,
North Korea,1996,F,5,,,,,,,,,
North Korea,2000,F,4,,,,,,,,,
North Korea,2004,F,5,,,,,,,,,
North Korea,2008,F,6,,,,,,,,,
North Korea,2012,F,6,,,,,,,,,
Norway,1948,T,18,,,,,,,,,
Norway,1952,T,13,,,,,,,,,
Norway,1956,T,3,,,,,,,,,
Norway,1960,T,2,,,,,,,,,
Norway,1964,T,0,,,,,,,,,
Norway,1968,T,6,,,,,,,,,
Norway,1972,T,8,,,,,,,,,
Norway,1976,T,6,,,,,,,,,
Norway,1980,T,0,,,,,,,,,
Norway,1984,T,4,,,,,,,,,
Norway,1988,T,23,,,,,,,,,
Norway,1992,T,23,,,,,,,,,
Norway,1996,T,25,,,,,,,,,
Norway,2000,T,44,,,,,,,,,
Norway,2004,T,7,,,,,,,,,
Norway,2008,T,22,,,,,,,,,
Norway,2012,T,17,,,,,,,,,
Pakistan,1948,F,0,,,,,,,,,
Pakistan,1952,F,0,,,,,,,,,
Pakistan,1956,F,14,,,,,,,,,
Pakistan,1960,F,14,,,,,,,,,
Pakistan,1964,F,16,,,,,,,,,
Pakistan,1968,F,13,,,,,,,,,
Pakistan,1972,F,15,,,,,,,,,
Pakistan,1976,F,16,,,,,,,,,
Pakistan,1980,F,0,,,,,,,,,
Pakistan,1984,F,16,,,,,,,,,
Pakistan,1988,F,1,,,,,,,,,
Pakistan,1992,F,16,,,,,,,,,
Pakistan,1996,F,0,,,,,,,,,
Pakistan,2000,F,0,,,,,,,,,
Pakistan,2004,F,0,,,,,,,,,
Pakistan,2008,F,0,,,,,,,,,
Pakistan,2012,F,0,,,,,,,,,
Panama,1948,F,2,,,,,,,,,
Panama,1952,F,0,,,,,,,,,
Panama,1956,F,0,,,,,,,,,
Panama,1960,F,0,,,,,,,,,
Panama,1964,F,0,,,,,,,,,
Panama,1968,F,0,,,,,,,,,
Panama,1972,F,0,,,,,,,,,
Panama,1976,F,0,,,,,,,,,
Panama,1980,F,0,,,,,,,,,
Panama,1984,F,0,,,,,,,,,
Panama,1988,F,0,,,,,,,,,
Panama,1992,F,0,,,,,,,,,
Panama,1996,F,0,,,,,,,,,
Panama,2000,F,0,,,,,,,,,
Panama,2004,F,0,,,,,,,,,
Panama,2008,F,1,,,,,,,,,
Panama,2012,F,0,,,,,,,,,
Paraguay,1948,F,0,,,,,,,,,
Paraguay,1952,F,0,,,,,,,,,
Paraguay,1956,F,0,,,,,,,,,
Paraguay,1960,F,0,,,,,,,,,
Paraguay,1964,F,0,,,,,,,,,
Paraguay,1968,F,0,,,,,,,,,
Paraguay,1972,F,0,,,,,,,,,
Paraguay,1976,F,0,,,,,,,,,
Paraguay,1980,F,0,,,,,,,,,
Paraguay,1984,F,0,,,,,,,,,
Paraguay,1988,F,0,,,,,,,,,
Paraguay,1992,F,0,,,,,,,,,
Paraguay,1996,F,0,,,,,,,,,
Paraguay,2000,F,0,,,,,,,,,
Paraguay,2004,F,17,,,,,,,,,
Paraguay,2008,F,0,,,,,,,,,
Paraguay,2012,F,0,,,,,,,,,
Peru,1948,F,1,,,,,,,,,
Peru,1952,F,0,,,,,,,,,
Peru,1956,F,0,,,,,,,,,
Peru,1960,F,0,,,,,,,,,
Peru,1964,F,0,,,,,,,,,
Peru,1968,F,0,,,,,,,,,
Peru,1972,F,0,,,,,,,,,
Peru,1976,F,0,,,,,,,,,
Peru,1980,F,0,,,,,,,,,
Peru,1984,F,1,,,,,,,,,
Peru,1988,F,12,,,,,,,,,
Peru,1992,F,1,,,,,,,,,
Peru,1996,F,0,,,,,,,,,
Peru,2000,F,0,,,,,,,,,
Peru,2004,F,0,,,,,,,,,
Peru,2008,F,0,,,,,,,,,
Peru,2012,F,0,,,,,,,,,
Philippines,1948,F,0,,,,,,,,,
Philippines,1952,F,0,,,,,,,,,
Philippines,1956,F,0,,,,,,,,,
Philippines,1960,F,0,,,,,,,,,
Philippines,1964,F,1,,,,,,,,,
Philippines,1968,F,0,,,,,,,,,
Philippines,1972,F,0,,,,,,,,,
Philippines,1976,F,0,,,,,,,,,
Philippines,1980,F,0,,,,,,,,,
Philippines,1984,F,0,,,,,,,,,
Philippines,1988,F,1,,,,,,,,,
Philippines,1992,F,1,,,,,,,,,
Philippines,1996,F,1,,,,,,,,,
Philippines,2000,F,0,,,,,,,,,
Philippines,2004,F,0,,,,,,,,,
Philippines,2008,F,0,,,,,,,,,
Philippines,2012,F,0,,,,,,,,,
Poland,1948,F,1,,,,,,,,,
Poland,1952,F,4,,,,,,,,,
Poland,1956,F,19,,,,,,,,,
Poland,1960,F,30,,,,,,,,,
Poland,1964,F,48,,,,,,,,,
Poland,1968,F,37,,,,,,,,,
Poland,1972,F,46,,,,,,,,,
Poland,1976,F,73,,,,,,,,,
Poland,1980,F,50,,,,,,,,,
Poland,1984,F,0,,,,,,,,,
Poland,1988,F,21,,,,,,,,,
Poland,1992,F,42,,,,,,,,,
Poland,1996,F,21,,,,,,,,,
Poland,2000,T,24,,,,,,,,,
Poland,2004,T,12,,,,,,,,,
Poland,2008,T,20,,,,,,,,,
Poland,2012,T,12,,,,,,,,,
Portugal,1948,F,5,,,,,,,,,
Portugal,1952,F,2,,,,,,,,,
Portugal,1956,F,0,,,,,,,,,
Portugal,1960,F,2,,,,,,,,,
Portugal,1964,F,0,,,,,,,,,
Portugal,1968,F,0,,,,,,,,,
Portugal,1972,F,0,,,,,,,,,
Portugal,1976,F,2,,,,,,,,,
Portugal,1980,F,0,,,,,,,,,
Portugal,1984,F,3,,,,,,,,,
Portugal,1988,F,1,,,,,,,,,
Portugal,1992,F,0,,,,,,,,,
Portugal,1996,F,3,,,,,,,,,
Portugal,2000,F,2,,,,,,,,,
Portugal,2004,F,3,,,,,,,,,
Portugal,2008,F,2,,,,,,,,,
Portugal,2012,F,2,,,,,,,,,
Puerto Rico,1948,F,1,,,,,,,,,
Puerto Rico,1952,F,0,,,,,,,,,
Puerto Rico,1956,F,0,,,,,,,,,
Puerto Rico,1960,F,0,,,,,,,,,
Puerto Rico,1964,F,0,,,,,,,,,
Puerto Rico,1968,F,0,,,,,,,,,
Puerto Rico,1972,F,0,,,,,,,,,
Puerto Rico,1976,F,1,,,,,,,,,
Puerto Rico,1980,F,0,,,,,,,,,
Puerto Rico,1984,F,2,,,,,,,,,
Puerto Rico,1988,F,0,,,,,,,,,
Puerto Rico,1992,F,1,,,,,,,,,
Puerto Rico,1996,F,1,,,,,,,,,
Puerto Rico,2000,F,0,,,,,,,,,
Puerto Rico,2004,F,0,,,,,,,,,
Puerto Rico,2008,F,0,,,,,,,,,
Puerto Rico,2012,F,2,,,,,,,,,
Qatar,1948,F,0,,,,,,,,,
Qatar,1952,F,0,,,,,,,,,
Qatar,1956,F,0,,,,,,,,,
Qatar,1960,F,0,,,,,,,,,
Qatar,1964,F,0,,,,,,,,,
Qatar,1968,F,0,,,,,,,,,
Qatar,1972,T,0,,,,,,,,,
Qatar,1976,T,0,,,,,,,,,
Qatar,1980,T,0,,,,,,,,,
Qatar,1984,T,0,,,,,,,,,
Qatar,1988,T,0,,,,,,,,,
Qatar,1992,F,1,,,,,,,,,
Qatar,1996,F,0,,,,,,,,,
Qatar,2000,F,1,,,,,,,,,
Qatar,2004,F,0,,,,,,,,,
Qatar,2008,F,0,,,,,,,,,
Qatar,2012,F,2,,,,,,,,,
Romania,1948,F,0,,,,,,,,,
Romania,1952,F,4,,,,,,,,,
Romania,1956,F,19,,,,,,,,,
Romania,1960,F,15,,,,,,,,,
Romania,1964,F,16,,,,,,,,,
Romania,1968,F,23,,,,,,,,,
Romania,1972,F,40,,,,,,,,,
Romania,1976,F,55,,,,,,,,,
Romania,1980,F,72,,,,,,,,,
Romania,1984,F,106,,,,,,,,,
Romania,1988,F,51,,,,,,,,,
Romania,1992,T,53,,,,,,,,,
Romania,1996,T,38,,,,,,,,,
Romania,2000,T,46,,,,,,,,,
Romania,2004,T,39,,,,,,,,,
Romania,2008,T,22,,,,,,,,,
Romania,2012,T,16,,,,,,,,,
Russia,1948,F,0,,,,,,,,,
Russia,1952,F,117,,,,,,,,,
Russia,1956,F,169,,,,,,,,,
Russia,1960,F,169,,,,,,,,,
Russia,1964,F,174,,,,,,,,,
Russia,1968,F,188,,,,,,,,,
Russia,1972,F,211,,,,,,,,,
Russia,1976,F,285,,,,,,,,,
Russia,1980,T,442,,,,,,,,,
Russia,1984,T,0,,,,,,,,,
Russia,1988,T,294,,,,,,,,,
Russia,1992,T,0,,,,,,,,,
Russia,1996,T,115,,,,,,,,,
Russia,2000,T,188,,,,,,,,,
Russia,2004,T,192,,,,,,,,,
Russia,2008,T,143,,,,,,,,,
Russia,2012,T,130,,,,,,,,,
Saudi Arabia,1948,F,0,,,,,,,,,
Saudi Arabia,1952,F,0,,,,,,,,,
Saudi Arabia,1956,F,0,,,,,,,,,
Saudi Arabia,1960,F,0,,,,,,,,,
Saudi Arabia,1964,F,0,,,,,,,,,
Saudi Arabia,1968,F,0,,,,,,,,,
Saudi Arabia,1972,F,0,,,,,,,,,
Saudi Arabia,1976,F,0,,,,,,,,,
Saudi Arabia,1980,F,0,,,,,,,,,
Saudi Arabia,1984,F,0,,,,,,,,,
Saudi Arabia,1988,F,0,,,,,,,,,
Saudi Arabia,1992,T,0,,,,,,,,,
Saudi Arabia,1996,T,0,,,,,,,,,
Saudi Arabia,2000,T,2,,,,,,,,,
Saudi Arabia,2004,T,0,,,,,,,,,
Saudi Arabia,2008,T,0,,,,,,,,,
Saudi Arabia,2012,T,4,,,,,,,,,
Senegal,1948,F,0,,,,,,,,,
Senegal,1952,F,0,,,,,,,,,
Senegal,1956,F,0,,,,,,,,,
Senegal,1960,F,0,,,,,,,,,
Senegal,1964,F,0,,,,,,,,,
Senegal,1968,F,0,,,,,,,,,
Senegal,1972,F,0,,,,,,,,,
Senegal,1976,F,0,,,,,,,,,
Senegal,1980,F,0,,,,,,,,,
Senegal,1984,F,0,,,,,,,,,
Senegal,1988,F,1,,,,,,,,,
Senegal,1992,F,0,,,,,,,,,
Senegal,1996,F,0,,,,,,,,,
Senegal,2000,F,0,,,,,,,,,
Senegal,2004,F,0,,,,,,,,,
Senegal,2008,F,0,,,,,,,,,
Senegal,2012,F,0,,,,,,,,,
Serbia,1948,F,16,,,,,,,,,
Serbia,1952,F,24,,,,,,,,,
Serbia,1956,F,23,,,,,,,,,
Serbia,1960,F,17,,,,,,,,,
Serbia,1964,F,15,,,,,,,,,
Serbia,1968,F,29,,,,,,,,,
Serbia,1972,F,18,,,,,,,,,
Serbia,1976,F,19,,,,,,,,,
Serbia,1980,F,57,,,,,,,,,
Serbia,1984,F,87,,,,,,,,,
Serbia,1988,F,63,,,,,,,,,
Serbia,1992,F,0,,,,,,,,,
Serbia,1996,F,26,,,,,,,,,
Serbia,2000,F,26,,,,,,,,,
Serbia,2004,F,0,,,,,,,,,
Serbia,2008,F,15,,,,,,,,,
Serbia,2012,F,16,,,,,,,,,
Singapore,1948,F,0,,,,,,,,,
Singapore,1952,F,0,,,,,,,,,
Singapore,1956,F,0,,,,,,,,,
Singapore,1960,F,1,,,,,,,,,
Singapore,1964,F,0,,,,,,,,,
Singapore,1968,F,0,,,,,,,,,
Singapore,1972,F,0,,,,,,,,,
Singapore,1976,F,0,,,,,,,,,
Singapore,1980,F,0,,,,,,,,,
Singapore,1984,F,0,,,,,,,,,
Singapore,1988,F,0,,,,,,,,,
Singapore,1992,T,0,,,,,,,,,
Singapore,1996,T,0,,,,,,,,,
Singapore,2000,T,0,,,,,,,,,
Singapore,2004,T,0,,,,,,,,,
Singapore,2008,T,3,,,,,,,,,
Singapore,2012,T,4,,,,,,,,,
Slovakia,1948,T,0,,,,,,,,,
Slovakia,1952,T,0,,,,,,,,,
Slovakia,1956,T,0,,,,,,,,,
Slovakia,1960,T,0,,,,,,,,,
Slovakia,1964,T,0,,,,,,,,,
Slovakia,1968,T,0,,,,,,,,,
Slovakia,1972,T,0,,,,,,,,,
Slovakia,1976,T,0,,,,,,,,,
Slovakia,1980,T,0,,,,,,,,,
Slovakia,1984,T,0,,,,,,,,,
Slovakia,1988,T,0,,,,,,,,,
Slovakia,1992,T,0,,,,,,,,,
Slovakia,1996,T,3,,,,,,,,,
Slovakia,2000,T,6,,,,,,,,,
Slovakia,2004,T,10,,,,,,,,,
Slovakia,2008,T,10,,,,,,,,,
Slovakia,2012,T,5,,,,,,,,,
Slovenia,1948,F,0,,,,,,,,,
Slovenia,1952,F,0,,,,,,,,,
Slovenia,1956,F,0,,,,,,,,,
Slovenia,1960,F,0,,,,,,,,,
Slovenia,1964,F,0,,,,,,,,,
Slovenia,1968,F,0,,,,,,,,,
Slovenia,1972,T,0,,,,,,,,,
Slovenia,1976,T,0,,,,,,,,,
Slovenia,1980,T,0,,,,,,,,,
Slovenia,1984,T,0,,,,,,,,,
Slovenia,1988,T,0,,,,,,,,,
Slovenia,1992,T,6,,,,,,,,,
Slovenia,1996,T,2,,,,,,,,,
Slovenia,2000,T,3,,,,,,,,,
Slovenia,2004,T,5,,,,,,,,,
Slovenia,2008,T,5,,,,,,,,,
Slovenia,2012,T,5,,,,,,,,,
South Africa,1948,F,4,,,,,,,,,
South Africa,1952,F,14,,,,,,,,,
South Africa,1956,F,7,,,,,,,,,
South Africa,1960,F,3,,,,,,,,,
South Africa,1964,F,0,,,,,,,,,
South Africa,1968,F,0,,,,,,,,,
South Africa,1972,F,0,,,,,,,,,
South Africa,1976,F,0,,,,,,,,,
South Africa,1980,F,0,,,,,,,,,
South Africa,1984,F,0,,,,,,,,,
South Africa,1988,F,0,,,,,,,,,
South Africa,1992,F,3,,,,,,,,,
South Africa,1996,F,5,,,,,,,,,
South Africa,2000,F,5,,,,,,,,,
South Africa,2004,F,10,,,,,,,,,
South Africa,2008,F,1,,,,,,,,,
South Africa,2012,F,9,,,,,,,,,
South Korea,1948,F,2,,,,,,,,,
South Korea,1952,F,2,,,,,,,,,
South Korea,1956,F,2,,,,,,,,,
South Korea,1960,F,0,,,,,,,,,
South Korea,1964,F,3,,,,,,,,,
South Korea,1968,F,2,,,,,,,,,
South Korea,1972,F,1,,,,,,,,,
South Korea,1976,F,17,,,,,,,,,
South Korea,1980,F,0,,,,,,,,,
South Korea,1984,F,42,,,,,,,,,
South Korea,1988,F,77,,,,,,,,,
South Korea,1992,T,49,,,,,,,,,
South Korea,1996,T,66,,,,,,,,,
South Korea,2000,T,73,,,,,,,,,
South Korea,2004,T,52,,,,,,,,,
South Korea,2008,T,78,,,,,,,,,
South Korea,2012,T,63,,,,,,,,,
Spain,1948,F,3,,,,,,,,,
Spain,1952,F,1,,,,,,,,,
Spain,1956,F,0,,,,,,,,,
Spain,1960,F,14,,,,,,,,,
Spain,1964,F,0,,,,,,,,,
Spain,1968,F,0,,,,,,,,,
Spain,1972,F,1,,,,,,,,,
Spain,1976,F,6,,,,,,,,,
Spain,1980,F,24,,,,,,,,,
Spain,1984,F,19,,,,,,,,,
Spain,1988,T,5,,,,,,,,,
Spain,1992,T,66,,,,,,,,,
Spain,1996,T,67,,,,,,,,,
Spain,2000,T,43,,,,,,,,,
Spain,2004,T,27,,,,,,,,,
Spain,2008,T,71,,,,,,,,,
Spain,2012,T,65,,,,,,,,,
Sri Lanka,1948,F,1,,,,,,,,,
Sri Lanka,1952,F,0,,,,,,,,,
Sri Lanka,1956,F,0,,,,,,,,,
Sri Lanka,1960,F,0,,,,,,,,,
Sri Lanka,1964,F,0,,,,,,,,,
Sri Lanka,1968,F,0,,,,,,,,,
Sri Lanka,1972,F,0,,,,,,,,,
Sri Lanka,1976,F,0,,,,,,,,,
Sri Lanka,1980,F,0,,,,,,,,,
Sri Lanka,1984,F,0,,,,,,,,,
Sri Lanka,1988,F,0,,,,,,,,,
Sri Lanka,1992,F,0,,,,,,,,,
Sri Lanka,1996,F,0,,,,,,,,,
Sri Lanka,2000,F,1,,,,,,,,,
Sri Lanka,2004,F,0,,,,,,,,,
Sri Lanka,2008,F,0,,,,,,,,,
Sri Lanka,2012,F,0,,,,,,,,,
Sudan,1948,F,0,,,,,,,,,
Sudan,1952,F,0,,,,,,,,,
Sudan,1956,F,0,,,,,,,,,
Sudan,1960,F,0,,,,,,,,,
Sudan,1964,F,0,,,,,,,,,
Sudan,1968,F,0,,,,,,,,,
Sudan,1972,F,0,,,,,,,,,
Sudan,1976,F,0,,,,,,,,,
Sudan,1980,F,0,,,,,,,,,
Sudan,1984,F,0,,,,,,,,,
Sudan,1988,F,0,,,,,,,,,
Sudan,1992,F,0,,,,,,,,,
Sudan,1996,F,0,,,,,,,,,
Sudan,2000,F,0,,,,,,,,,
Sudan,2004,F,0,,,,,,,,,
Sudan,2008,F,1,,,,,,,,,
Sudan,2012,F,0,,,,,,,,,
Suriname,1948,F,0,,,,,,,,,
Suriname,1952,F,0,,,,,,,,,
Suriname,1956,F,0,,,,,,,,,
Suriname,1960,F,0,,,,,,,,,
Suriname,1964,F,0,,,,,,,,,
Suriname,1968,F,0,,,,,,,,,
Suriname,1972,F,0,,,,,,,,,
Suriname,1976,F,0,,,,,,,,,
Suriname,1980,F,0,,,,,,,,,
Suriname,1984,F,0,,,,,,,,,
Suriname,1988,F,1,,,,,,,,,
Suriname,1992,F,1,,,,,,,,,
Suriname,1996,F,0,,,,,,,,,
Suriname,2000,F,0,,,,,,,,,
Suriname,2004,F,0,,,,,,,,,
Suriname,2008,F,0,,,,,,,,,
Suriname,2012,F,0,,,,,,,,,
Sweden,1948,T,73,,,,,,,,,
Sweden,1952,T,70,,,,,,,,,
Sweden,1956,T,34,,,,,,,,,
Sweden,1960,T,7,,,,,,,,,
Sweden,1964,T,15,,,,,,,,,
Sweden,1968,T,9,,,,,,,,,
Sweden,1972,T,21,,,,,,,,,
Sweden,1976,T,10,,,,,,,,,
Sweden,1980,T,18,,,,,,,,,
Sweden,1984,T,32,,,,,,,,,
Sweden,1988,T,16,,,,,,,,,
Sweden,1992,T,35,,,,,,,,,
Sweden,1996,T,31,,,,,,,,,
Sweden,2000,T,32,,,,,,,,,
Sweden,2004,T,12,,,,,,,,,
Sweden,2008,T,7,,,,,,,,,
Sweden,2012,T,23,,,,,,,,,
Switzerland,1948,T,32,,,,,,,,,
Switzerland,1952,T,33,,,,,,,,,
Switzerland,1956,T,3,,,,,,,,,
Switzerland,1960,T,11,,,,,,,,,
Switzerland,1964,T,6,,,,,,,,,
Switzerland,1968,T,13,,,,,,,,,
Switzerland,1972,T,8,,,,,,,,,
Switzerland,1976,T,10,,,,,,,,,
Switzerland,1980,T,2,,,,,,,,,
Switzerland,1984,T,15,,,,,,,,,
Switzerland,1988,T,8,,,,,,,,,
Switzerland,1992,T,1,,,,,,,,,
Switzerland,1996,T,11,,,,,,,,,
Switzerland,2000,T,14,,,,,,,,,
Switzerland,2004,T,7,,,,,,,,,
Switzerland,2008,T,11,,,,,,,,,
Switzerland,2012,T,4,,,,,,,,,
Syria,1948,F,0,,,,,,,,,
Syria,1952,F,0,,,,,,,,,
Syria,1956,F,0,,,,,,,,,
Syria,1960,F,0,,,,,,,,,
Syria,1964,F,0,,,,,,,,,
Syria,1968,F,0,,,,,,,,,
Syria,1972,F,0,,,,,,,,,
Syria,1976,F,0,,,,,,,,,
Syria,1980,F,0,,,,,,,,,
Syria,1984,F,1,,,,,,,,,
Syria,1988,F,0,,,,,,,,,
Syria,1992,F,0,,,,,,,,,
Syria,1996,F,1,,,,,,,,,
Syria,2000,F,0,,,,,,,,,
Syria,2004,F,1,,,,,,,,,
Syria,2008,F,0,,,,,,,,,
Syria,2012,F,0,,,,,,,,,
Taiwan,1948,F,0,,,,,,,,,
Taiwan,1952,F,0,,,,,,,,,
Taiwan,1956,F,0,,,,,,,,,
Taiwan,1960,F,1,,,,,,,,,
Taiwan,1964,F,0,,,,,,,,,
Taiwan,1968,F,1,,,,,,,,,
Taiwan,1972,F,0,,,,,,,,,
Taiwan,1976,F,0,,,,,,,,,
Taiwan,1980,F,0,,,,,,,,,
Taiwan,1984,F,1,,,,,,,,,
Taiwan,1988,F,0,,,,,,,,,
Taiwan,1992,F,20,,,,,,,,,
Taiwan,1996,F,1,,,,,,,,,
Taiwan,2000,F,5,,,,,,,,,
Taiwan,2004,F,9,,,,,,,,,
Taiwan,2008,F,4,,,,,,,,,
Taiwan,2012,F,2,,,,,,,,,
Tajikistan,1948,F,0,,,,,,,,,
Tajikistan,1952,F,0,,,,,,,,,
Tajikistan,1956,F,0,,,,,,,,,
Tajikistan,1960,F,0,,,,,,,,,
Tajikistan,1964,F,0,,,,,,,,,
Tajikistan,1968,F,0,,,,,,,,,
Tajikistan,1972,T,0,,,,,,,,,
Tajikistan,1976,T,0,,,,,,,,,
Tajikistan,1980,F,0,,,,,,,,,
Tajikistan,1984,F,0,,,,,,,,,
Tajikistan,1988,F,0,,,,,,,,,
Tajikistan,1992,F,0,,,,,,,,,
Tajikistan,1996,F,0,,,,,,,,,
Tajikistan,2000,F,0,,,,,,,,,
Tajikistan,2004,F,0,,,,,,,,,
Tajikistan,2008,F,2,,,,,,,,,
Tajikistan,2012,F,1,,,,,,,,,
Tanzania,1948,F,0,,,,,,,,,
Tanzania,1952,F,0,,,,,,,,,
Tanzania,1956,F,0,,,,,,,,,
Tanzania,1960,F,0,,,,,,,,,
Tanzania,1964,F,0,,,,,,,,,
Tanzania,1968,F,0,,,,,,,,,
Tanzania,1972,F,0,,,,,,,,,
Tanzania,1976,F,0,,,,,,,,,
Tanzania,1980,F,2,,,,,,,,,
Tanzania,1984,F,0,,,,,,,,,
Tanzania,1988,F,0,,,,,,,,,
Tanzania,1992,F,0,,,,,,,,,
Tanzania,1996,F,0,,,,,,,,,
Tanzania,2000,F,0,,,,,,,,,
Tanzania,2004,F,0,,,,,,,,,
Tanzania,2008,F,0,,,,,,,,,
Tanzania,2012,F,0,,,,,,,,,
Thailand,1948,F,0,,,,,,,,,
Thailand,1952,F,0,,,,,,,,,
Thailand,1956,F,0,,,,,,,,,
Thailand,1960,F,0,,,,,,,,,
Thailand,1964,F,0,,,,,,,,,
Thailand,1968,F,0,,,,,,,,,
Thailand,1972,F,0,,,,,,,,,
Thailand,1976,F,1,,,,,,,,,
Thailand,1980,F,0,,,,,,,,,
Thailand,1984,F,1,,,,,,,,,
Thailand,1988,F,1,,,,,,,,,
Thailand,1992,F,1,,,,,,,,,
Thailand,1996,F,2,,,,,,,,,
Thailand,2000,F,3,,,,,,,,,
Thailand,2004,F,8,,,,,,,,,
Thailand,2008,F,4,,,,,,,,,
Thailand,2012,F,4,,,,,,,,,
Togo,1948,F,0,,,,,,,,,
Togo,1952,F,0,,,,,,,,,
Togo,1956,F,0,,,,,,,,,
Togo,1960,F,0,,,,,,,,,
Togo,1964,F,0,,,,,,,,,
Togo,1968,F,0,,,,,,,,,
Togo,1972,F,0,,,,,,,,,
Togo,1976,F,0,,,,,,,,,
Togo,1980,F,0,,,,,,,,,
Togo,1984,F,0,,,,,,,,,
Togo,1988,F,0,,,,,,,,,
Togo,1992,F,0,,,,,,,,,
Togo,1996,F,0,,,,,,,,,
Togo,2000,F,0,,,,,,,,,
Togo,2004,F,0,,,,,,,,,
Togo,2008,F,1,,,,,,,,,
Togo,2012,F,0,,,,,,,,,
Tonga,1948,F,0,,,,,,,,,
Tonga,1952,F,0,,,,,,,,,
Tonga,1956,F,0,,,,,,,,,
Tonga,1960,F,0,,,,,,,,,
Tonga,1964,F,0,,,,,,,,,
Tonga,1968,F,0,,,,,,,,,
Tonga,1972,F,0,,,,,,,,,
Tonga,1976,F,0,,,,,,,,,
Tonga,1980,F,0,,,,,,,,,
Tonga,1984,F,0,,,,,,,,,
Tonga,1988,F,0,,,,,,,,,
Tonga,1992,F,0,,,,,,,,,
Tonga,1996,F,1,,,,,,,,,
Tonga,2000,F,0,,,,,,,,,
Tonga,2004,F,0,,,,,,,,,
Tonga,2008,F,0,,,,,,,,,
Tonga,2012,F,0,,,,,,,,,
Trinidad and Tobago,1948,T,1,,,,,,,,,
Trinidad and Tobago,1952,T,2,,,,,,,,,
Trinidad and Tobago,1956,T,0,,,,,,,,,
Trinidad and Tobago,1960,T,0,,,,,,,,,
Trinidad and Tobago,1964,T,6,,,,,,,,,
Trinidad and Tobago,1968,T,0,,,,,,,,,
