Country,Year,Developed,Medals,,,,,,,,,
Gabon,1992,F,0,,,,,,,,,
Gabon,1996,F,0,,,,,,,,,
Gabon,2000,F,0,,,,,,,,,
Gabon,2004,F,0,,,,,,,,,
Gabon,2008,F,0,,,,,,,,,
Gabon,2012,F,0,,,,,,,,,
Georgia,1948,F,0,,,,,,,,,
Georgia,1952,F,0,,,,,,,,,
Georgia,1956,F,0,,,,,,,,,
Georgia,1960,F,0,,,,,,,,,
Georgia,1964,F,0,,,,,,,,,
Georgia,1968,F,0,,,,,,,,,
Georgia,1972,F,0,,,,,,,,,
Georgia,1976,F,0,,,,,,,,,
Georgia,1980,F,0,,,,,,,,,
Georgia,1984,F,0,,,,,,,,,
Georgia,1988,F,0,,,,,,,,,
Georgia,1992,F,0,,,,,,,,,
Georgia,1996,F,2,,,,,,,,,
Georgia,2000,F,6,,,,,,,,,
Georgia,2004,F,4,,,,,,,,,
Georgia,2008,F,6,,,,,,,,,
Georgia,2012,F,7,,,,,,,,,
Germany,1948,T,0,,,,,,,,,
Germany,1952,T,40,,,,,,,,,
Germany,1956,T,57,,,,,,,,,
Germany,1960,T,88,,,,,,,,,
Germany,1964,T,115,,,,,,,,,
Germany,1968,T,100,,,,,,,,,
Germany,1972,T,244,,,,,,,,,
Germany,1976,T,267,,,,,,,,,
Germany,1980,T,260,,,,,,,,,
Germany,1984,T,157,,,,,,,,,
Germany,1988,T,287,,,,,,,,,
Germany,1992,T,198,,,,,,,,,
Germany,1996,T,124,,,,,,,,,
Germany,2000,T,119,,,,,,,,,
Germany,2004,T,149,,,,,,,,,
Germany,2008,T,101,,,,,,,,,
Germany,2012,T,94,,,,,,,,,
Ghana,1948,F,0,,,,,,,,,
Ghana,1952,F,0,,,,,,,,,
Ghana,1956,F,0,,,,,,,,,
Ghana,1960,F,1,,,,,,,,,
Ghana,1964,F,1,,,,,,,,,
Ghana,1968,F,0,,,,,,,,,
Ghana,1972,F,1,,,,,,,,,
Ghana,1976,F,0,,,,,,,,,
Ghana,1980,F,0,,,,,,,,,
Ghana,1984,F,0,,,,,,,,,
Ghana,1988,F,0,,,,,,,,,
Ghana,1992,F,13,,,,,,,,,
Ghana,1996,F,0,,,,,,,,,
Ghana,2000,F,0,,,,,,,,,
Ghana,2004,F,0,,,,,,,,,
Ghana,2008,F,0,,,,,,,,,
Ghana,2012,F,0,,,,,,,,,
Greece,1948,F,0,,,,,,,,,
Greece,1952,F,0,,,,,,,,,
Greece,1956,F,1,,,,,,,,,
Greece,1960,F,3,,,,,,,,,
Greece,1964,F,0,,,,,,,,,
Greece,1968,F,1,,,,,,,,,
Greece,1972,T,2,,,,,,,,,
Greece,1976,T,0,,,,,,,,,
Greece,1980,T,5,,,,,,,,,
Greece,1984,T,2,,,,,,,,,
Greece,1988,T,1,,,,,,,,,
Greece,1992,T,2,,,,,,,,,
Greece,1996,T,8,,,,,,,,,
Greece,2000,T,18,,,,,,,,,
Greece,2004,T,31,,,,,,,,,
Greece,2008,T,7,,,,,,,,,
Greece,2012,T,3,,,,,,,,,
Grenada,1948,F,0,,,,,,,,,
Grenada,1952,F,0,,,,,,,,,
Grenada,1956,F,0,,,,,,,,,
Grenada,1960,F,0,,,,,,,,,
Grenada,1964,F,0,,,,,,,,,
Grenada,1968,F,0,,,,,,,,,
Grenada,1972,F,0,,,,,,,,,
Grenada,1976,F,0,,,,,,,,,
Grenada,1980,F,0,,,,,,,,,
Grenada,1984,F,0,,,,,,,,,
Grenada,1988,F,0,,,,,,,,,
Grenada,1992,F,0,,,,,,,,,
Grenada,1996,F,0,,,,,,,,,
Grenada,2000,F,0,,,,,,,,,
Grenada,2004,F,0,,,,,,,,,
Grenada,2008,F,0,,,,,,,,,
Grenada,2012,F,1,,,,,,,,,
Guatemala,1948,F,0,,,,,,,,,
Guatemala,1952,F,0,,,,,,,,,
Guatemala,1956,F,0,,,,,,,,,
Guatemala,1960,F,0,,,,,,,,,
Guatemala,1964,F,0,,,,,,,,,
Guatemala,1968,F,0,,,,,,,,,
Guatemala,1972,F,0,,,,,,,,,
Guatemala,1976,F,0,,,,,,,,,
Guatemala,1980,F,0,,,,,,,,,
Guatemala,1984,F,0,,,,,,,,,
Guatemala,1988,F,0,,,,,,,,,
Guatemala,1992,F,0,,,,,,,,,
Guatemala,1996,F,0,,,,,,,,,
Guatemala,2000,F,0,,,,,,,,,
Guatemala,2004,F,0,,,,,,,,,
Guatemala,2008,F,0,,,,,,,,,
Guatemala,2012,F,1,,,,,,,,,
Guyana,1948,F,0,,,,,,,,,
Guyana,1952,F,0,,,,,,,,,
Guyana,1956,F,0,,,,,,,,,
Guyana,1960,F,0,,,,,,,,,
Guyana,1964,F,0,,,,,,,,,
Guyana,1968,F,0,,,,,,,,,
Guyana,1972,F,0,,,,,,,,,
Guyana,1976,F,0,,,,,,,,,
Guyana,1980,F,1,,,,,,,,,
Guyana,1984,F,0,,,,,,,,,
Guyana,1988,F,0,,,,,,,,,
Guyana,1992,F,0,,,,,,,,,
Guyana,1996,F,0,,,,,,,,,
Guyana,2000,F,0,,,,,,,,,
Guyana,2004,F,0,,,,,,,,,
Guyana,2008,F,0,,,,,,,,,
Guyana,2012,F,0,,,,,,,,,
Hong Kong,1948,F,0,,,,,,,,,
Hong Kong,1952,F,0,,,,,,,,,
Hong Kong,1956,F,0,,,,,,,,,
Hong Kong,1960,F,0,,,,,,,,,
Hong Kong,1964,F,0,,,,,,,,,
Hong Kong,1968,F,0,,,,,,,,,
Hong Kong,1972,F,0,,,,,,,,,
Hong Kong,1976,F,0,,,,,,,,,
Hong Kong,1980,T,0,,,,,,,,,
Hong Kong,1984,T,0,,,,,,,,,
Hong Kong,1988,T,0,,,,,,,,,
Hong Kong,1992,T,0,,,,,,,,,
Hong Kong,1996,T,1,,,,,,,,,
Hong Kong,2000,T,0,,,,,,,,,
Hong Kong,2004,T,2,,,,,,,,,
Hong Kong,2008,T,0,,,,,,,,,
Hong Kong,2012,T,1,,,,,,,,,
Hungary,1948,F,60,,,,,,,,,
Hungary,1952,F,101,,,,,,,,,
Hungary,1956,F,64,,,,,,,,,
Hungary,1960,T,65,,,,,,,,,
Hungary,1964,T,56,,,,,,,,,
Hungary,1968,T,81,,,,,,,,,
Hungary,1972,T,81,,,,,,,,,
Hungary,1976,T,55,,,,,,,,,
Hungary,1980,T,61,,,,,,,,,
Hungary,1984,T,0,,,,,,,,,
Hungary,1988,T,44,,,,,,,,,
Hungary,1992,T,45,,,,,,,,,
Hungary,1996,T,43,,,,,,,,,
Hungary,2000,T,53,,,,,,,,,
Hungary,2004,T,40,,,,,,,,,
Hungary,2008,T,27,,,,,,,,,
Hungary,2012,T,26,,,,,,,,,
Iceland,1948,T,0,,,,,,,,,
Iceland,1952,T,0,,,,,,,,,
Iceland,1956,T,1,,,,,,,,,
Iceland,1960,T,0,,,,,,,,,
Iceland,1964,T,0,,,,,,,,,
Iceland,1968,T,0,,,,,,,,,
Iceland,1972,T,0,,,,,,,,,
Iceland,1976,T,0,,,,,,,,,
Iceland,1980,T,0,,,,,,,,,
Iceland,1984,T,1,,,,,,,,,
Iceland,1988,T,0,,,,,,,,,
Iceland,1992,T,0,,,,,,,,,
Iceland,1996,T,0,,,,,,,,,
Iceland,2000,T,1,,,,,,,,,
Iceland,2004,T,0,,,,,,,,,
Iceland,2008,T,14,,,,,,,,,
Iceland,2012,T,0,,,,,,,,,
India,1948,F,20,,,,,,,,,
India,1952,F,15,,,,,,,,,
India,1956,F,17,,,,,,,,,
India,1960,F,13,,,,,,,,,
India,1964,F,15,,,,,,,,,
India,1968,F,15,,,,,,,,,
India,1972,F,14,,,,,,,,,
India,1976,F,0,,,,,,,,,
India,1980,F,16,,,,,,,,,
India,1984,F,0,,,,,,,,,
India,1988,F,0,,,,,,,,,
India,1992,F,0,,,,,,,,,
India,1996,F,1,,,,,,,,,
India,2000,F,1,,,,,,,,,
India,2004,F,1,,,,,,,,,
India,2008,F,3,,,,,,,,,
India,2012,F,6,,,,,,,,,
Indonesia,1948,F,0,,,,,,,,,
Indonesia,1952,F,0,,,,,,,,,
Indonesia,1956,F,0,,,,,,,,,
Indonesia,1960,F,0,,,,,,,,,
Indonesia,1964,F,0,,,,,,,,,
Indonesia,1968,F,0,,,,,,,,,
Indonesia,1972,F,0,,,,,,,,,
Indonesia,1976,F,0,,,,,,,,,
Indonesia,1980,F,0,,,,,,,,,
Indonesia,1984,F,0,,,,,,,,,
Indonesia,1988,F,3,,,,,,,,,
Indonesia,1992,F,6,,,,,,,,,
Indonesia,1996,F,6,,,,,,,,,
Indonesia,2000,F,8,,,,,,,,,
Indonesia,2004,F,5,,,,,,,,,
Indonesia,2008,F,7,,,,,,,,,
Indonesia,2012,F,3,,,,,,,,,
Iran,1948,F,1,,,,,,,,,
Iran,1952,F,7,,,,,,,,,
Iran,1956,F,5,,,,,,,,,
Iran,1960,F,4,,,,,,,,,
Iran,1964,F,2,,,,,,,,,
Iran,1968,F,5,,,,,,,,,
Iran,1972,F,3,,,,,,,,,
Iran,1976,F,2,,,,,,,,,
Iran,1980,F,0,,,,,,,,,
Iran,1984,F,0,,,,,,,,,
Iran,1988,F,1,,,,,,,,,
Iran,1992,F,3,,,,,,,,,
Iran,1996,F,3,,,,,,,,,
Iran,2000,F,4,,,,,,,,,
Iran,2004,F,6,,,,,,,,,
Iran,2008,F,2,,,,,,,,,
Iran,2012,F,13,,,,,,,,,
Iraq,1948,F,0,,,,,,,,,
Iraq,1952,F,0,,,,,,,,,
Iraq,1956,F,0,,,,,,,,,
Iraq,1960,F,1,,,,,,,,,
Iraq,1964,F,0,,,,,,,,,
Iraq,1968,F,0,,,,,,,,,
Iraq,1972,F,0,,,,,,,,,
Iraq,1976,F,0,,,,,,,,,
Iraq,1980,F,0,,,,,,,,,
Iraq,1984,F,0,,,,,,,,,
Iraq,1988,F,0,,,,,,,,,
Iraq,1992,F,0,,,,,,,,,
Iraq,1996,F,0,,,,,,,,,
Iraq,2000,F,0,,,,,,,,,
Iraq,2004,F,0,,,,,,,,,
Iraq,2008,F,0,,,,,,,,,
Iraq,2012,F,0,,,,,,,,,
Ireland,1948,T,0,,,,,,,,,
Ireland,1952,T,1,,,,,,,,,
Ireland,1956,T,5,,,,,,,,,
Ireland,1960,T,0,,,,,,,,,
Ireland,1964,T,1,,,,,,,,,
Ireland,1968,T,0,,,,,,,,,
Ireland,1972,T,0,,,,,,,,,
Ireland,1976,T,0,,,,,,,,,
Ireland,1980,T,3,,,,,,,,,
Ireland,1984,T,1,,,,,,,,,
Ireland,1988,T,0,,,,,,,,,
Ireland,1992,T,2,,,,,,,,,
Ireland,1996,T,4,,,,,,,,,
Ireland,2000,T,1,,,,,,,,,
Ireland,2004,T,0,,,,,,,,,
Ireland,2008,T,3,,,,,,,,,
Ireland,2012,T,6,,,,,T,,,,
Israel,1948,F,0,,,,,,,,,
Israel,1952,F,0,,,,,,,,,
Israel,1956,F,0,,,,,,,,,
Israel,1960,T,0,,,,,,,,,
Israel,1964,T,0,,,,,,,,,
Israel,1968,T,0,,,,,,,,,
Israel,1972,T,0,,,,,,,,,
Israel,1976,T,0,,,,,,,,,
Israel,1980,T,0,,,,,,,,,
Israel,1984,T,0,,,,,,,,,
Israel,1988,T,0,,,,,,,,,
Israel,1992,T,2,,,,,,,,,
Israel,1996,T,1,,,,,,,,,
Israel,2000,T,1,,,,,,,,,
Israel,2004,T,2,,,,,,,,,
Israel,2008,T,1,,,,,,,,,
Israel,2012,T,0,,,,,,,,,
Italy,1948,F,63,,,,,,,,,
Italy,1952,F,53,,,,,,,,,
Italy,1956,F,46,,,,,,,,,
Italy,1960,F,88,,,,,,,,,
Italy,1964,F,50,,,,,,,,,
Italy,1968,F,32,,,,,,,,,
Italy,1972,T,25,,,,,,,,,
Italy,1976,T,31,,,,,,,,,
Italy,1980,T,37,,,,,,,,,
Italy,1984,T,63,,,,,,,,,
Italy,1988,T,29,,,,,,,,,
Italy,1992,T,46,,,,,,,,,
Italy,1996,T,71,,,,,,,,,
Italy,2000,T,65,,,,,,,,,
Italy,2004,T,102,,,,,,,,,
Italy,2008,T,42,,,,,,,,,
Italy,2012,T,68,,,,,,,,,
Ivory Coast,1948,F,0,,,,,,,,,
Ivory Coast,1952,F,0,,,,,,,,,
Ivory Coast,1956,F,0,,,,,,,,,
Ivory Coast,1960,F,0,,,,,,,,,
Ivory Coast,1964,F,0,,,,,,,,,
Ivory Coast,1968,F,0,,,,,,,,,
Ivory Coast,1972,F,0,,,,,,,,,
Ivory Coast,1976,F,0,,,,,,,,,
Ivory Coast,1980,F,0,,,,,,,,,
Ivory Coast,1984,F,1,,,,,,,,,
Ivory Coast,1988,F,0,,,,,,,,,
Ivory Coast,1992,F,0,,,,,,,,,
Ivory Coast,1996,F,0,,,,,,,,,
Ivory Coast,2000,F,0,,,,,,,,,
Ivory Coast,2004,F,0,,,,,,,,,
Ivory Coast,2008,F,0,,,,,,,,,
Ivory Coast,2012,F,0,,,,,,,,,
Jamaica,1948,F,3,,,,,,,,,
Jamaica,1952,F,8,,,,,,,,,
Jamaica,1956,F,0,,,,,,,,,
Jamaica,1960,F,0,,,,,,,,,
Jamaica,1964,F,0,,,,,,,,,
Jamaica,1968,F,1,,,,,,,,,
Jamaica,1972,F,1,,,,,,,,,
Jamaica,1976,F,2,,,,,,,,,
Jamaica,1980,F,3,,,,,,,,,
Jamaica,1984,F,6,,,,,,,,,
Jamaica,1988,F,5,,,,,,,,,
Jamaica,1992,F,4,,,,,,,,,
Jamaica,1996,F,16,,,,,,,,,
Jamaica,2000,F,23,,,,,,,,,
Jamaica,2004,F,13,,,,,,,,,
Jamaica,2008,F,17,,,,,,,,,
Jamaica,2012,F,25,,,,,,,,,
Japan,1948,F,0,,,,,,,,,
Japan,1952,F,12,,,,,,,,,
Japan,1956,F,24,,,,,,,,,
Japan,1960,T,29,,,,,,,,,
Japan,1964,T,64,,,,,,,,,
Japan,1968,T,67,,,,,,,,,
Japan,1972,T,56,,,,,,,,,
Japan,1976,T,41,,,,,,,,,
Japan,1980,T,0,,,,,,,,,
Japan,1984,T,49,,,,,,,,,
Japan,1988,T,20,,,,,,,,,
Japan,1992,T,47,,,,,,,,,
Japan,1996,T,43,,,,,,,,,
Japan,2000,T,43,,,,,,,,,
Japan,2004,T,94,,,,,,,,,
Japan,2008,T,51,,,,,,,,,
Japan,2012,T,84,,,,,,,,,
Kazakhstan,1948,F,0,,,,,,,,,
Kazakhstan,1952,F,0,,,,,,,,,
Kazakhstan,1956,F,0,,,,,,,,,
Kazakhstan,1960,F,0,,,,,,,,,
Kazakhstan,1964,F,0,,,,,,,,,
Kazakhstan,1968,F,0,,,,,,,,,
Kazakhstan,1972,F,0,,,,,,,,,
Kazakhstan,1976,F,0,,,,,,,,,
Kazakhstan,1980,F,0,,,,,,,,,
Kazakhstan,1984,F,0,,,,,,,,,
Kazakhstan,1988,F,0,,,,,,,,,
Kazakhstan,1992,F,0,,,,,,,,,
Kazakhstan,1996,F,11,,,,,,,,,
Kazakhstan,2000,F,7,,,,,,,,,
Kazakhstan,2004,F,8,,,,,,,,,
Kazakhstan,2008,T,13,,,,,,,,,
Kazakhstan,2012,T,10,,,,,,,,,
Kenya,1948,F,0,,,,,,,,,
Kenya,1952,F,0,,,,,,,,,
Kenya,1956,F,0,,,,,,,,,
Kenya,1960,F,0,,,,,,,,,
Kenya,1964,F,1,,,,,,,,,
Kenya,1968,F,12,,,,,,,,,
Kenya,1972,F,12,,,,,,,,,
Kenya,1976,F,0,,,,,,,,,
Kenya,1980,F,0,,,,,,,,,
Kenya,1984,F,3,,,,,,,,,
Kenya,1988,F,9,,,,,,,,,
Kenya,1992,F,8,,,,,,,,,
Kenya,1996,F,8,,,,,,,,,
Kenya,2000,F,7,,,,,,,,,
Kenya,2004,F,7,,,,,,,,,
Kenya,2008,F,14,,,,,,,,,
Kenya,2012,F,12,,,,,,,,,
Kuwait,1948,F,0,,,,,,,,,
Kuwait,1952,F,0,,,,,,,,,
Kuwait,1956,F,0,,,,,,,,,
Kuwait,1960,F,0,,,,,,,,,
Kuwait,1964,F,0,,,,,,,,,
Kuwait,1968,F,0,,,,,,,,,
Kuwait,1972,F,0,,,,,,,,,
Kuwait,1976,F,0,,,,,,,,,
Kuwait,1980,F,0,,,,,,,,,
Kuwait,1984,F,0,,,,,,,,,
Kuwait,1988,F,0,,,,,,,,,
Kuwait,1992,F,0,,,,,,,,,
Kuwait,1996,F,0,,,,,,,,,
Kuwait,2000,F,1,,,,,,,,,
Kuwait,2004,F,0,,,,,,,,,
Kuwait,2008,F,0,,,,,,,,,
Kuwait,2012,F,1,,,,,,,,,
Kyrgyzstan,1948,F,0,,,,,,,,,
Kyrgyzstan,1952,F,0,,,,,,,,,
Kyrgyzstan,1956,F,0,,,,,,,,,
Kyrgyzstan,1960,F,0,,,,,,,,,
Kyrgyzstan,1964,F,0,,,,,,,,,
Kyrgyzstan,1968,F,0,,,,,,,,,
Kyrgyzstan,1972,F,0,,,,,,,,,
Kyrgyzstan,1976,F,0,,,,,,,,,
Kyrgyzstan,1980,F,0,,,,,,,,,
Kyrgyzstan,1984,F,0,,,,,,,,,
Kyrgyzstan,1988,F,0,,,,,,,,,
Kyrgyzstan,1992,F,0,,,,,,,,,
Kyrgyzstan,1996,F,0,,,,,,,,,
Kyrgyzstan,2000,F,1,,,,,,,,,
Kyrgyzstan,2004,F,0,,,,,,,,,
Kyrgyzstan,2008,F,2,,,,,,,,,
Kyrgyzstan,2012,F,0,,,,,,,,,
Latvia,1948,F,0,,,,,,,,,
Latvia,1952,F,0,,,,,,,,,
Latvia,1956,F,0,,,,,,,,,
Latvia,1960,F,0,,,,,,,,,
Latvia,1964,F,0,,,,,,,,,
Latvia,1968,F,0,,,,,,,,,
Latvia,1972,F,0,,,,,,,,,
Latvia,1976,F,0,,,,,,,,,
Latvia,1980,F,0,,,,,,,,,
Latvia,1984,F,0,,,,,,,,,
Latvia,1988,F,0,,,,,,,,,
Latvia,1992,F,3,,,,,,,,,
Latvia,1996,F,1,,,,,,,,,
Latvia,2000,F,3,,,,,,,,,
Latvia,2004,F,4,,,,,,,,,
Latvia,2008,T,3,,,,,,,,,
Latvia,2012,T,3,,,,,,,,,
Lebanon,1948,F,0,,,,,,,,,
Lebanon,1952,F,0,,,,,,,,,
Lebanon,1956,F,0,,,,,,,,,
Lebanon,1960,F,0,,,,,,,,,
Lebanon,1964,F,0,,,,,,,,,
Lebanon,1968,F,0,,,,,,,,,
Lebanon,1972,F,0,,,,,,,,,
Lebanon,1976,F,0,,,,,,,,,
Lebanon,1980,F,0,,,,,,,,,
Lebanon,1984,F,0,,,,,,,,,
Lebanon,1988,F,0,,,,,,,,,
Lebanon,1992,F,0,,,,,,,,,
Lebanon,1996,F,0,,,,,,,,,
Lebanon,2000,F,0,,,,,,,,,
Lebanon,2004,F,0,,,,,,,,,
Lebanon,2008,F,0,,,,,,,,,
Lebanon,2012,F,0,,,,,,,,,
Lithuania,1948,F,0,,,,,,,,,
Lithuania,1952,F,0,,,,,,,,,
Lithuania,1956,F,0,,,,,,,,,
Lithuania,1960,F,0,,,,,,,,,
Lithuania,1964,F,0,,,,,,,,,
Lithuania,1968,F,0,,,,,,,,,
Lithuania,1972,F,0,,,,,,,,,
Lithuania,1976,F,0,,,,,,,,,
Lithuania,1980,F,0,,,,,,,,,
Lithuania,1984,F,0,,,,,,,,,
Lithuania,1988,F,0,,,,,,,,,
Lithuania,1992,F,13,,,,,,,,,
Lithuania,1996,F,12,,,,,,,,,
Lithuania,2000,F,17,,,,,,,,,
Lithuania,2004,F,3,,,,,,,,,
Lithuania,2008,T,5,,,,,,,,,
Lithuania,2012,T,5,,,,,,,,,
Luxembourg,1948,T,0,,,,,,,,,
Luxembourg,1952,T,0,,,,,,,,,
Luxembourg,1956,T,0,,,,,,,,,
Luxembourg,1960,T,0,,,,,,,,,
Luxembourg,1964,T,0,,,,,,,,,
Luxembourg,1968,T,0,,,,,,,,,
Luxembourg,1972,T,0,,,,,,,,,
Luxembourg,1976,T,0,,,,,,,,,
Luxembourg,1980,T,0,,,,,,,,,
Luxembourg,1984,T,0,,,,,,,,,
Luxembourg,1988,T,0,,,,,,,,,
Luxembourg,1992,T,0,,,,,,,,,
Luxembourg,1996,T,0,,,,,,,,,
Luxembourg,2000,T,0,,,,,,,,,
Luxembourg,2004,T,0,,,,,,,,,
Luxembourg,2008,T,0,,,,,,,,,
Luxembourg,2012,T,0,,,,,,,,,
Macedonia,1948,F,0,,,,,,,,,
Macedonia,1952,F,0,,,,,,,,,
Macedonia,1956,F,0,,,,,,,,,
Macedonia,1960,F,0,,,,,,,,,
Macedonia,1964,F,0,,,,,,,,,
Macedonia,1968,F,0,,,,,,,,,
Macedonia,1972,F,0,,,,,,,,,
Macedonia,1976,F,0,,,,,,,,,
Macedonia,1980,F,0,,,,,,,,,
Macedonia,1984,F,0,,,,,,,,,
Macedonia,1988,F,0,,,,,,,,,
Macedonia,1992,F,0,,,,,,,,,
Macedonia,1996,F,0,,,,,,,,,
Macedonia,2000,F,1,,,,,,,,,
Macedonia,2004,F,0,,,,,,,,,
Macedonia,2008,F,0,,,,,,,,,
Macedonia,2012,F,0,,,,,,,,,
Malaysia,1948,F,0,,,,,,,,,
Malaysia,1952,F,0,,,,,,,,,
Malaysia,1956,F,0,,,,,,,,,
Malaysia,1960,F,0,,,,,,,,,
Malaysia,1964,F,0,,,,,,,,,
Malaysia,1968,F,0,,,,,,,,,
Malaysia,1972,F,0,,,,,,,,,
Malaysia,1976,F,0,,,,,,,,,
Malaysia,1980,F,0,,,,,,,,,
Malaysia,1984,F,0,,,,,,,,,
Malaysia,1988,F,0,,,,,,,,,
Malaysia,1992,F,2,,,,,,,,,
Malaysia,1996,F,3,,,,,,,,,
Malaysia,2000,T,0,,,,,,,,,
Malaysia,2004,T,0,,,,,,,,,
Malaysia,2008,T,1,,,,,,,,,
Malaysia,2012,T,2,,,,,,,,,
Mauritius,1948,F,0,,,,,,,,,
Mauritius,1952,F,0,,,,,,,,,
Mauritius,1956,F,0,,,,,,,,,
Mauritius,1960,F,0,,,,,,,,,
Mauritius,1964,F,0,,,,,,,,,
Mauritius,1968,F,0,,,,,,,,,
Mauritius,1972,F,0,,,,,,,,,
Mauritius,1976,F,0,,,,,,,,,
Mauritius,1980,F,0,,,,,,,,,
Mauritius,1984,F,0,,,,,,,,,
Mauritius,1988,F,0,,,,,,,,,
Mauritius,1992,F,0,,,,,,,,,
Mauritius,1996,F,0,,,,,,,,,
Mauritius,2000,F,0,,,,,,,,,
Mauritius,2004,F,0,,,,,,,,,
Mauritius,2008,F,1,,,,,,,,,
Mauritius,2012,F,0,,,,,,,,,
Mexico,1948,F,9,,,,,,,,,
Mexico,1952,F,1,,,,,,,,,
Mexico,1956,F,2,,,,,,,,,
Mexico,1960,F,1,,,,,,,,,
Mexico,1964,F,1,,,,,,,,,
Mexico,1968,F,9,,,,,,,,,
Mexico,1972,F,1,,,,,,,,,
Mexico,1976,F,2,,,,,,,,,
Mexico,1980,F,12,,,,,,,,,
Mexico,1984,F,6,,,,,,,,,
Mexico,1988,F,2,,,,,,,,,
Mexico,1992,F,1,,,,,,,,,
Mexico,1996,F,1,,,,,,,,,
Mexico,2000,F,6,,,,,,,,,
Mexico,2004,F,4,,,,,,,,,
Mexico,2008,F,4,,,,,,,,,
Mexico,2012,F,26,,,,,,,,,
Moldova,1948,F,0,,,,,,,,,
Moldova,1952,F,0,,,,,,,,,
Moldova,1956,F,0,,,,,,,,,
Moldova,1960,F,0,,,,,,,,,
Moldova,1964,F,0,,,,,,,,,
Moldova,1968,F,0,,,,,,,,,
Moldova,1972,F,0,,,,,,,,,
Moldova,1976,F,0,,,,,,,,,
Moldova,1980,F,0,,,,,,,,,
Moldova,1984,F,0,,,,,,,,,
Moldova,1988,F,0,,,,,,,,,
Moldova,1992,F,0,,,,,,,,,
Moldova,1996,F,0,,,,,,,,,
Moldova,2000,F,0,,,,,,,,,
Moldova,2004,F,0,,,,,,,,,
Moldova,2008,F,0,,,,,,,,,
Moldova,2012,F,0,,,,,,,,,
Mongolia,1948,F,0,,,,,,,,,
Mongolia,1952,F,0,,,,,,,,,
Mongolia,1956,F,0,,,,,,,,,
Mongolia,1960,F,0,,,,,,,,,
Mongolia,1964,F,0,,,,,,,,,
Mongolia,1968,F,4,,,,,,,,,
Mongolia,1972,F,1,,,,,,,,,
Mongolia,1976,F,1,,,,,,,,,
Mongolia,1980,F,4,,,,,,,,,
Mongolia,1984,F,0,,,,,,,,,
Mongolia,1988,F,1,,,,,,,,,
Mongolia,1992,F,2,,,,,,,,,
Mongolia,1996,F,1,,,,,,,,,
Mongolia,2000,F,0,,,,,,,,,
Mongolia,2004,F,1,,,,,,,,,
Mongolia,2008,F,4,,,,,,,,,
Mongolia,2012,F,5,,,,,,,,,
Montenegro,1948,F,0,,,,,,,,,
Montenegro,1952,F,0,,,,,,,,,
Montenegro,1956,F,0,,,,,,,,,
Montenegro,1960,F,0,,,,,,,,,
Montenegro,1964,F,0,,,,,,,,,
Montenegro,1968,F,0,,,,,,,,,
Montenegro,1972,F,0,,,,,,,,,
Montenegro,1976,F,0,,,,,,,,,
Montenegro,1980,F,0,,,,,,,,,
Montenegro,1984,F,0,,,,,,,,,
Montenegro,1988,F,0,,,,,,,,,
Montenegro,1992,F,0,,,,,,,,,
Montenegro,1996,F,0,,,,,,,,,
Montenegro,2000,F,0,,,,,,,,,
Montenegro,2004,F,0,,,,,,,,,
Montenegro,2008,F,0,,,,,,,,,
Montenegro,2012,F,14,,,,,,,,,
Morocco,1948,F,0,,,,,,,,,
Morocco,1952,F,0,,,,,,,,,
Morocco,1956,F,0,,,,,,,,,
Morocco,1960,F,1,,,,,,,,,
Morocco,1964,F,0,,,,,,,,,
Morocco,1968,F,0,,,,,,,,,
Morocco,1972,F,0,,,,,,,,,
Morocco,1976,F,0,,,,,,,,,
Morocco,1980,F,0,,,,,,,,,
Morocco,1984,F,2,,,,,,,,,
Morocco,1988,F,3,,,,,,,,,
Morocco,1992,F,3,,,,,,,,,
Morocco,1996,F,2,,,,,,,,,
Morocco,2000,F,5,,,,,,,,,
Morocco,2004,F,3,,,,,,,,,
Morocco,2008,F,2,,,,,,,,,
Morocco,2012,F,1,,,,,,,,,
Mozambique,1948,F,0,,,,,,,,,
Mozambique,1952,F,0,,,,,,,,,
Mozambique,1956,F,0,,,,,,,,,
Mozambique,1960,F,0,,,,,,,,,
Mozambique,1964,F,0,,,,,,,,,
Mozambique,1968,F,0,,,,,,,,,
Mozambique,1972,F,0,,,,,,,,,
Mozambique,1976,F,0,,,,,,,,,
Mozambique,1980,F,0,,,,,,,,,
Mozambique,1984,F,0,,,,,,,,,
Mozambique,1988,F,0,,,,,,,,,
Mozambique,1992,F,0,,,,,,,,,
Mozambique,1996,F,1,,,,,,,,,
Mozambique,2000,F,1,,,,,,,,,
Mozambique,2004,F,0,,,,,,,,,
Mozambique,2008,F,0,,,,,,,,,
Mozambique,2012,F,0,,,,,,,,,
Namibia,1948,F,0,,,,,,,,,
Namibia,1952,F,0,,,,,,,,,
Namibia,1956,F,0,,,,,,,,,
Namibia,1960,F,0,,,,,,,,,
Namibia,1964,F,0,,,,,,,,,
Namibia,1968,F,0,,,,,,,,,
Namibia,1972,F,0,,,,,,,,,
Namibia,1976,F,0,,,,,,,,,
Namibia,1980,F,0,,,,,,,,,
Namibia,1984,F,0,,,,,,,,,
Namibia,1988,F,0,,,,,,,,,
Namibia,1992,F,2,,,,,,,,,
Namibia,1996,F,2,,,,,,,,,
Namibia,2000,F,0,,,,,,,,,
Namibia,2004,F,0,,,,,,,,,
